Date,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
2000-02-29,101.21614044719276,104.06961744017016,116.9385357329814,118.1182565568377,105.99941002487255,109.54246046070924,123.02134102872186,96.16495322371503,108.68022398587935,111.16308577117344,119.53484180983705,102.09479151992822,115.05587479450479,112.51013139277279,113.22159969993774,111.18225927735661,101.32998760087216,113.35983561255918,133.7356487789604,114.60551021521579
2000-03-01,99.12805911734841,101.44451180643235,115.94908878446492,117.53872666631952,104.63693573580441,108.54125222085136,121.62422779599515,96.05552073903345,107.70839541462894,110.84934090923358,117.42540842572846,101.2035430842248,115.48668995919577,111.13602274668979,111.16929531389428,109.68101069222655,101.57887505310225,113.25139467917586,130.11579044843995,112.7677579232446
2000-03-02,101.09172313678565,102.82710875163446,118.54158724545844,118.54657044798414,105.29268334110498,108.73289492570338,123.28168273456245,96.58583124464118,108.61322514131425,110.94942411903122,119.11092053248875,105.91340842746071,118.07154551215662,113.12908427504593,111.2478838627197,110.8963947426157,100.87434065609347,113.84511821523324,128.64904175272872,113.63574751153249
2000-03-03,100.68408536149967,103.41860053805172,118.36869620757075,118.75409104978827,105.50854528932854,108.93084123627597,122.66678126311493,96.47811617858783,106.87747845145388,111.85720677751007,118.58418181586478,107.74513546890687,117.91620496868266,115.78172797544003,110.78238405236714,109.89723568352557,102.2397885035086,115.26534905535068,129.35833363015104,116.34655681630537
2000-03-06,100.60375385015865,104.8634762395354,119.14785865242108,114.95607271653552,104.5452780192232,109.19046281126919,121.14211743772117,95.1975260431492,105.87576677369744,111.87892077641447,118.9979408182312,106.30474436132317,116.86803615343635,116.76469705689779,109.2755399744283,108.25709048144721,102.54918346945823,113.66382325660311,129.81662318445,114.79024761253187
2000-03-07,98.52798524673358,105.13959890680466,117.13498796720063,110.93520867112312,105.40558580909587,109.80304458134252,119.87514787703736,94.97883798339868,106.55998953071064,111.89819938127532,116.8354701289831,103.76097057375588,114.04539956299509,114.2638330466471,108.12163692826076,107.82253384622568,101.57077650178647,110.39521459888346,127.22573447670152,114.23215451385482
2000-03-08,98.23975159234733,109.4193650331158,118.02980392724407,113.80489199927123,107.89848120271938,112.25555160136705,121.8724601343199,95.9816987065021,108.43521422207536,113.04252926740335,122.00924958672105,106.17301458095965,117.81822941755618,117.79826356132621,111.28962025565356,109.71538525630893,102.33479519719944,113.01548055607633,129.8875291024251,116.11423308074531
2000-03-09,96.65836082500967,107.88585086573501,119.79662139190259,113.96129334456266,110.62478573822243,112.65511921577742,124.9649792491846,96.16434979592844,107.61645073608241,113.00137509939134,119.7086101422186,107.2414926071269,118.55999779164024,116.56735386055553,112.46526178286322,110.90034634161958,102.13677847197218,112.2515232346754,128.90321815982725,116.05241922241949
2000-03-10,97.45723413727643,109.70373484071428,119.48671001733963,116.5865340703685,109.38890141849036,112.64065608571612,125.4780832640681,96.21050335609627,108.38498886749785,112.28424102858317,117.56263697906594,109.93867595842843,119.56429597525099,118.43050558316135,114.49909519106214,111.35539415739157,102.6532708441019,113.20407266588714,128.1094401219587,118.04646777544102
2000-03-13,95.60129743601044,107.03504077684283,116.40637600518345,114.9294411640003,107.57906483369749,110.05813199022552,125.98966339353782,95.28503623871819,107.70058344265236,111.96631232502409,114.97889239683907,110.15841679442964,116.46080131100436,113.70355880929901,112.79206459998517,109.98559155195831,102.10614305848691,111.27099930645336,124.90268036522106,116.73099464766061
2000-03-14,95.61548443344503,107.18233370084988,117.10585200614719,115.70662785113335,108.58531604500328,111.15414511195327,127.34438590419852,95.57759407579502,106.92588600526763,112.64734150866123,114.82970246889259,110.89046933773457,116.30469157172769,113.90426964457394,114.96517094355256,112.04752756119598,102.53404238137833,110.73474117909863,126.68730174679817,115.93304544488659
2000-03-15,96.90367225370589,106.13579724363969,115.05501204410791,116.97937042516821,110.09314190282242,111.25470769308501,128.31026297871696,95.59311692654362,106.57480868789166,111.7659723435057,114.62991241538947,111.63724740258208,116.10914818808705,115.25622165887064,114.45775038922723,112.05780101283923,102.24278895092542,112.85556911032255,127.97713350639258,115.72713065391997
2000-03-16,96.02955244464702,109.30537985565441,115.24636178290437,113.39899157412172,111.04652588950073,110.1228906356019,128.99737428991762,95.53192993877553,106.82368832645024,111.00363892534166,113.04420544638043,111.33584024175585,116.68792759793388,115.60470002400677,113.94255745638068,111.14265299364934,102.44971995700053,110.37607881262991,126.31421623877732,115.82016767640222
2000-03-17,95.73816915731977,107.46560933920463,115.60785471802176,113.75043190234386,112.20877737483058,110.25850296023307,127.6780918964829,95.64019477015376,107.17082691220372,110.02353160960539,114.4629057021481,110.0261354190481,115.94907530247048,115.49711287409335,113.85431478136947,112.23936004763988,101.94387385676666,110.36285309840805,123.65296116760092,114.3795750489528
2000-03-20,95.65996334717731,106.61358464975434,116.11814018167543,115.23226717278652,113.55402736677114,110.48254055579957,127.74648778341546,95.8288440620472,107.42490712830761,109.77649665916931,115.64343560782365,109.9969787206903,117.00335422961466,116.37905063565654,114.3366811463513,112.42406780099476,101.54360177869421,111.94706914350057,121.06890066584295,112.19609795134427
2000-03-21,93.50932514019314,106.53952602412413,117.00481577246504,115.61862455432028,115.25882618692549,109.71741596650806,124.89549512667028,96.39054272434801,105.4309607006091,109.05895360537711,117.18291464928608,110.254989178337,117.61260397858457,115.13987520816073,112.43743016070175,110.85736280949203,102.05862978145672,111.83904969345768,121.62896089090852,112.35025586850576
2000-03-22,95.47431644614286,105.37740847776182,118.30281850837035,112.75432088227153,114.57507994301324,111.57094684109072,127.00389052211112,97.02233655659192,106.05038029819195,109.3825278952049,115.66794528221926,109.62700260847373,118.35537939122014,117.07012077046888,111.10371039075015,110.80109179612465,102.3432673150332,113.22910485528901,122.70638869870407,114.0400986706269
2000-03-23,95.71287929123031,105.42472364316144,118.7624664229257,113.88554666106413,116.36190002290643,111.87738971894944,128.14009736344875,97.8822153150868,106.09705369658633,110.05868325410664,115.28725157966278,111.91868579549984,118.05408409270089,117.40905019192631,110.22873688221517,110.60684950790557,103.11791379840021,113.02386215353053,122.27360849874782,112.92806686712946
2000-03-24,97.06568517636246,104.98208931691228,119.66707582836544,111.0991156787886,115.45236974847435,110.4577021597737,129.5398941305556,97.35415736273539,104.81714738373043,110.04700376837539,115.49892648515142,112.92398933997438,120.29946423972338,119.07113414008546,109.07774884644239,110.79822397311665,104.17465024702213,115.00783141093946,122.15283002463721,114.99291557270455
2000-03-27,95.37495547022935,105.54598130861135,119.54193555172607,110.30935354333245,114.78237496298537,110.9722742100931,130.35365786718108,95.59408221813595,104.25850949985598,109.59788130039854,111.99452289637635,113.40713786394348,120.74914804658088,118.391426164059,107.48548546182536,112.18625895317939,104.45188988216381,114.40305928212209,119.92094952443475,112.37165812931877
2000-03-28,96.36601154884893,105.5057258558886,119.48175876368077,109.1872048608963,116.51457063359274,110.80961246751137,129.80384621613615,95.38071331001208,103.94158584368884,109.00641998860752,112.12099127975033,113.84203228727475,121.73785780087627,118.90389113054998,107.56748264403475,111.6624733984503,103.76530575308342,115.40418581392427,121.98009679338091,113.45738493205289
2000-03-29,98.90112448665363,105.78667786653224,119.96504270609137,110.7650311657438,115.8042729527343,110.46339779937036,131.56906969968455,97.07532869340068,105.83431216423622,109.50936072449625,114.11448967794975,116.4158383000377,122.48018156903811,120.19902011164878,109.67810390918244,111.95245793138638,104.8898476989572,114.10568698061392,125.12913610520167,116.20983114822619
2000-03-30,99.84646250190187,105.83875737227004,120.75000740799968,110.11294974631181,115.81631917662725,108.63914738421269,133.57233319708405,96.5074915787217,105.84881334825866,109.1965284413101,113.24375940907588,115.22815152763519,124.73692070103455,122.04129376370283,110.77324822010077,112.63806929982236,104.24967616705992,111.85607867576068,124.72168801266751,116.98052747790078
2000-03-31,99.84972289014313,104.369960340988,120.05349839780108,112.42355935272764,116.59698392035071,109.24242640723773,136.52059430914983,96.0394372943488,103.6129010939969,109.06336468293733,113.41121917601966,114.62634405294348,125.87575544771978,121.31290849336493,110.23087514397079,111.82663627620177,103.90895831712086,113.86850239497643,123.07173491033761,119.80037257108694
2000-04-03,99.23927041794634,102.7538999484829,119.37368962086255,111.1745169819268,115.2467515921406,108.41030039324136,135.46868854647872,95.212324548303,101.9091148911714,108.22287626768059,112.08208564784638,114.1586232930232,124.76087915490994,120.61937067315773,110.58817161384542,110.87903059848942,103.1497465211539,113.58296615818735,124.4600616978478,119.74467145127825
2000-04-04,98.51175589443709,101.21389989723465,116.83128292183147,109.99037770579223,116.31620785506722,106.36304382698304,133.72508774268695,94.28611862639144,99.42235045731074,107.26909622541689,109.84961460925989,109.7218062376582,123.37102666671309,117.29661419862067,109.87160816450788,109.09409254770743,102.0141263941356,111.68284430369874,125.74924954669058,117.71817363428167
2000-04-05,100.62253307545457,102.7792088067643,116.66244597143272,111.4455337678238,115.73957956624832,108.23068088935605,133.13856184092649,95.3628820170432,99.80606794875732,107.21440872829098,108.8842803431006,109.12674929373078,124.08236901175236,118.17262409684604,110.72389993159923,109.48822470711077,101.99246262800958,112.56426399759157,124.59974216004433,119.1198897292114
2000-04-06,101.77792206170754,103.61944768650201,117.434379305417,110.78107236474548,117.30201778115375,110.00792962215134,133.29278038221628,96.39197543903464,99.47315226315804,105.45269277910818,108.8536220408764,109.4547150944787,123.40538280965401,119.40375512006185,110.10172017811968,109.67908208284906,100.97283981024393,110.7876940522536,124.67087413841986,116.27662906081086
2000-04-07,100.83022178950974,101.02342416130215,117.23524812038181,110.28341015427961,117.1103327185363,108.13271877828706,134.03759074031788,95.77379726092641,100.16977017791591,105.59634757362974,108.94178595553976,109.04176971723855,124.29115383076808,118.3979326317559,110.16392352950393,109.12147391591978,101.7677575052686,108.60744154928264,122.19697535301812,116.13277305450578
2000-04-10,99.63721149275347,100.27359601667894,115.49308254832592,109.69349826115264,115.16422254758467,107.37269437231885,135.26344649439318,93.86158945042479,99.05686967764534,104.97276550317842,109.64009263925452,107.62823736420162,121.05805674109283,118.2964102056071,111.6573935952768,108.86522895133186,101.18730793415595,109.90312162116875,120.93109805785826,114.99135867350705
2000-04-11,101.13585472666209,103.56784600438932,115.74125249593679,113.55785517799131,113.4937305452444,107.75007398694443,135.66685983044187,95.63238582284833,101.37151835789489,104.92747044514326,112.95879768230625,107.81813372477068,125.73186358749118,118.38189196099312,113.37673655520064,108.725900765146,102.72792294157152,110.64656151303916,123.5208019067433,113.52179214505233
2000-04-12,103.0288635020636,106.04762866666961,116.35979281058361,114.50583194664131,111.89769023912615,106.6491513555793,132.65035365743947,95.13879566346137,100.63698197881223,105.58384729822514,112.20692933645554,105.7118852480314,129.60880040987365,120.28921168462614,112.39412140823693,109.47041450639334,103.55331161432302,112.92209226380785,123.7446564453053,111.6555551438793
2000-04-13,104.77576901868588,106.59313507174733,116.27478034013477,117.50049014273856,112.04604840574302,109.53605586984465,132.16541034723068,95.63219441863406,101.37667119397955,106.6715897782677,111.91638230664832,106.84826800659826,128.96126400684554,120.88242197921768,113.65272652105809,109.56282080447485,104.21941661341417,112.80964807230191,122.78086949538007,112.04468336585629
2000-04-14,102.24911255017626,102.66725925945903,115.07250621968564,115.73591801881304,111.28785839734611,105.90010372617826,132.0901938436773,95.8723595008647,100.07688831347016,105.97760843106138,110.85576674719819,105.93570834427022,128.892954526584,117.46949392354968,112.45315755699798,108.9738973122677,104.93431385863975,111.32094329698532,120.49510821921459,109.56142464727476
2000-04-17,99.86997096681853,101.91852814350173,114.35455777522698,116.29805494066217,109.86655555682654,106.36487997019515,133.43332203177746,97.0985158137331,100.84525190642306,106.45518063129103,112.12515880430438,107.98700581200087,129.26184613742498,117.17981135900386,113.58032053005805,110.06189648137877,105.03065184566213,111.35922527534004,121.6544508319887,110.10970629688106
2000-04-18,98.47117237242591,101.69419092887023,113.87553934672741,115.58457193092036,110.72072150353675,108.5381274861092,134.6117501936395,97.34019250089946,99.07819147158209,105.74760995588699,112.80781746431163,108.57244767132974,133.62481780740785,116.78364854325037,113.24041290063262,110.61794691650206,104.84143164472397,111.70099183333394,121.32698916601576,110.24263178268762
2000-04-19,99.28537060228835,98.37928196397758,112.52062068970822,116.26314509808648,110.67793402989396,109.81073679896151,134.73983641140123,98.16526712651967,97.9154754281623,105.54006299451979,111.69126091426362,109.25132694081529,134.6309239047474,116.93820512210044,111.53840118163374,108.79502566092721,103.46956866955759,110.14583376744298,120.17753639268021,108.14645584268389
2000-04-20,100.11717483511578,98.1855578888662,112.07259815300998,117.50514652384297,108.07307310602694,108.56212704000345,132.6148819964607,97.63571339873577,100.0996914660125,106.69062991549572,112.63271608127417,111.93461966347655,134.25497685475128,118.65032323533069,110.6369398773742,108.37970898420917,102.9765006857078,110.65956781950872,119.49459359864703,107.95683158357934
2000-04-21,102.47654104445144,97.56233646125617,111.97544358782636,118.80942102127207,108.62096572010944,110.14728972283274,131.67694663943948,98.30749688102603,100.86854719690079,106.33283154340172,112.14144947854905,112.64202296778554,138.93836640966023,119.54753830689285,111.51554505789679,110.04459891292149,103.40575360864668,111.79895700383653,118.96718691343476,108.88815408131374
2000-04-24,102.84201268398625,98.30833128781242,112.93035388977879,119.65442649308069,109.14767328728556,110.01612173813378,129.3665398538347,97.1766803236836,99.81589984034846,106.3021648466804,111.731297599555,114.41215946129506,137.15407912061258,120.36177964269672,111.48586293082052,110.69802454031317,104.52981121039943,112.21852509667886,120.4297414472177,107.70536808957418
2000-04-25,101.8761576421691,101.07127220545958,113.27808625651095,119.76426369952937,108.93896025329441,111.54041853724055,131.46767165023874,96.80142224516517,100.96997639525804,106.60513641444868,111.47247384817686,115.55069214983011,136.06144093463882,119.42947600447917,111.52435865033392,111.74119533414977,105.70795905853576,111.90630950814602,120.6969080823472,107.71287981316273
2000-04-26,103.4461942124548,101.22128157031656,113.56645653862769,119.93332871585878,107.47432890934515,109.68169349307544,132.17009837191674,96.79645555217124,98.0001639783048,105.8528906728814,110.85299572039429,115.76680782534439,137.41764710995693,118.41327929432057,111.12449494646096,111.65876153234653,105.7157469847167,110.59911946090162,120.01863007707065,104.9777159045882
