Date,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
2000-01-17,97.72862190580823,107.17232201088207,100.26437471690626,97.02035295566152,102.73394410389962,100.90089554556928,100.98120332303256,104.79098271905363,102.06069853325262,97.15193947207172,99.45924004858165,105.09007255790918,102.35490493997335,99.89782877013326,108.84126204164535,99.91374897984736,95.71061094641944,102.88552579632733,106.03238399815041,103.85279033252243
2000-01-18,101.4799643023037,106.12728397879845,103.44626885430115,100.87784709150553,103.32573401770684,102.58500428448103,98.4691313983734,104.87624650271297,101.60755076450887,96.57617414478598,101.24725408061812,108.21910290562546,105.98028385816669,99.82092625982669,109.14504246881958,100.87006368441045,97.28793701944959,103.77856374906543,102.49178871705757,105.18651214424759
2000-01-19,100.69179608819066,105.68832335294857,104.15484786567504,101.94816173010655,102.45662567684887,103.04194459719042,98.90797576890603,106.21418423317233,102.37972459786124,99.63216958268396,101.61589639218494,107.68081013205943,106.4937420104258,100.22425006165514,108.80055657080582,102.12748354800524,97.0733631902042,104.75832069435054,101.64348847921228,104.277660876509
2000-01-20,100.5623700482203,104.26382835206508,103.10953773070099,101.38469817684435,102.2612903148316,105.508519294667,98.60267170898685,105.72025331009134,101.58522229765987,96.27261269619243,101.19471392543764,105.13907836809713,106.06246439996892,100.72019914108583,106.779606676003,101.59970440511007,97.2198021427364,102.76476105580721,103.12997205071312,104.20388111007159
2000-01-21,99.9535001782713,100.88779438940412,101.28341889863162,100.90941123531778,100.44406727136344,105.38200726133944,95.14700244032454,102.58313602109365,99.53875819141884,95.47824439104137,99.31692938501537,100.6136709648946,101.50503376756251,99.49730049887111,104.34205055622452,100.17825350059249,97.23159411389145,102.79448030835279,101.10808833453173,103.2096767971859
2000-01-24,98.76951640611243,102.20473821842762,99.81777984667661,101.37465606866255,99.66040918074485,103.448504814427,96.3778014429329,100.5177009061607,99.7333775691695,94.68834944473629,97.37867872497793,97.00078539494747,101.71677530771413,96.35249697147582,103.8644280567363,99.37535214583984,98.80759846312084,103.04053073991899,100.03263989751517,103.64757073163229
2000-01-25,105.21339169156738,104.76457505998647,102.57602417112297,105.09702155289125,101.68844247886324,105.83320081268006,100.95483385196114,102.33897344225626,101.18971105967789,98.38313866370848,100.31679612588655,99.57371154611671,101.4774670828123,97.13956625649445,105.72375829844009,101.42081509671745,102.04812419743166,103.88650836114641,102.09379831084293,105.72458249388661
2000-01-26,103.17481710772076,103.52733674711425,104.67010837780526,105.00906026900108,100.49925985216312,104.7311912887125,102.14201933761697,102.22920208681026,101.74406499931754,99.27420113839023,102.38776958338394,98.33646510441265,101.292806450591,98.89886952350795,105.29892291622502,103.38839019198424,103.73865404206828,105.60378522243752,101.4284172830024,104.87476750256963
2000-01-27,103.67872015614326,103.17331859094155,103.44526443554993,105.16035259016682,100.3472977657243,103.80947944684075,101.06190223694665,102.18275483501489,101.11874178859593,99.58016927251762,102.48321048432358,102.2842297875338,102.98268973405587,101.6277355186949,104.25773886154279,102.53057653792119,101.3810840616989,106.12973069566732,100.8212137530073,102.1690645099011
2000-01-28,104.92826576991207,103.62198398996946,101.29284183533001,107.13676556713492,101.3038493617555,103.30656649796926,103.496493205836,102.85129891083741,102.57016595251156,100.25821800107994,103.17052201758968,101.31997540081936,104.47790546914995,102.3553207954923,105.08312168680078,101.54047114286354,97.87671798434734,106.008078653596,100.73185055983329,102.96405924923093
2000-01-31,105.41521075651839,104.1265640143181,99.47237095655824,109.24767776003945,100.30162208356357,105.41694244336703,104.08704728416876,104.06179358715882,102.13854854541498,98.84663120602181,102.18727478991474,102.14719954860905,102.97174177287216,104.8830731573206,102.95460528445246,101.65475041182341,97.6041258240053,104.76508959485444,99.45252799125785,101.73756788159041
2000-02-01,107.89795709178,101.08170920324375,100.3738467012273,107.93751231555196,99.63986356115596,105.30823937071987,102.5452010819849,104.85947185277931,102.2085286843917,100.60180174494766,103.35655794106697,102.5208312015226,102.61667924173328,104.41096270623981,103.78168483863924,101.43327589649506,98.0156630679861,104.96554988896563,102.13874641006902,101.54474926087434
2000-02-02,107.31008699035903,101.0858565819595,98.67637843122662,109.55584260444678,98.02075099761471,107.35673245742964,99.09352627006196,103.4098107814743,103.65353762268698,100.85827081446936,103.33896617515488,104.32933887629923,102.91449687647341,106.83498055106693,102.94185876661793,100.35719543707611,97.28749712575008,103.43299534711248,99.18550958956024,101.46817691695964
2000-02-03,107.06115735684014,101.28171762065521,97.69036686608999,110.10603262661249,99.11385301610751,104.48820090104196,99.52810502256797,101.90238511136593,102.30032317304688,101.02958950826229,103.3659999287701,104.84948215410681,101.26706945558888,106.13441030928543,103.35696525675957,102.60716778851379,98.10935478516541,102.72327688542755,99.92671989326938,101.59015788755879
2000-02-04,105.34158877824215,99.42015026559069,94.25990280050743,107.33423998516542,97.11435875202152,102.53882635304883,97.14783317810647,102.50385612637791,102.55042367194687,99.48221119104753,101.97984921560257,106.23459028744315,98.2204459811786,109.77638256774851,100.54457304768283,100.78399205621089,94.89679525805026,101.7923477566451,99.23939654224286,98.44691922149788
2000-02-07,108.41195034591706,100.45155527278217,96.65226098827769,108.2341656596828,99.81051924540432,104.44659862875434,98.06630858089872,106.13021380394744,102.56471437223107,99.93354855623157,103.50862084983017,104.37708209858184,97.18625153083735,110.35884303900244,103.32005968527372,102.48378553602326,94.46950056133082,101.32726700986254,99.59866374061846,99.84761337374067
2000-02-08,110.51153841576861,100.89107039360505,100.107449365617,108.41000745622706,100.73198307884688,108.21973317512172,99.61463447802699,108.13820363253654,102.69280061764428,103.58251024034304,105.46566169467498,105.76876438855645,98.19867613543789,112.92315453025488,106.32670451121004,105.16659667192627,96.63633688926423,101.51331457853487,101.45497398855412,101.31963501067602
2000-02-09,110.46355178984173,101.02039421592801,102.6286147126247,108.79308327914478,101.20260691823368,107.61991239361181,100.7459636327475,109.30932632783738,102.66317991834003,103.10093824815732,104.96074831991275,105.80130934728447,99.40893618503938,113.28686051956541,106.01197714668578,103.1129531137388,96.18587828178785,101.06112329020978,100.08349724755388,101.03924983868069
2000-02-10,111.04899753037401,101.37564406095458,110.31499160776981,112.64477006850235,103.29725808223063,113.23036327383333,106.19847838015329,112.81894671018068,102.96991581517881,102.8423238132425,106.82657885589929,108.44296914097664,101.47800110047476,116.56182435038738,108.83836218885115,105.09529460455542,98.85708592794327,103.22540982838473,100.46543305480999,103.9448709723764
2000-02-11,109.7571461983009,102.31387453315818,108.22406943887677,112.74753294168053,102.83784233984112,113.16876794747674,107.48253283242644,113.78507084409237,103.33620843547368,102.6106747298904,105.78523457058562,105.66642141983904,99.71648825624922,118.21249066706673,109.7847156343251,103.50787698353565,97.42299380045247,101.74507733882632,100.36841837324735,101.74574486280399
2000-02-14,111.44883844510154,104.29433257572623,105.37969301509469,115.35803416636176,101.9317676407887,113.56117492376694,108.06753818998429,113.88345245394311,103.98577442526849,101.40191817568707,106.11491549699103,105.72010841173365,102.49927464243862,119.3546844215214,109.94853950333159,104.15875488446329,101.95655358681432,101.97871309349074,99.94189508782392,101.69427744973095
2000-02-15,113.83063605333514,104.53519295306602,107.98240249953794,114.29312130783433,102.78027902360174,113.7087562223379,110.50170473267644,116.64224780576637,105.30375700558685,102.21208092812411,107.36565454873161,105.26870102085348,104.85314331110762,122.98365096984625,110.3713562902395,106.05425628628488,105.62224046860746,104.03642248485396,103.52271400901938,106.22907953394736
2000-02-16,118.35326723958559,107.59027505510441,107.86897382589183,117.38613247802067,103.80158001347344,116.97330430092015,112.7203747871689,115.60622610097182,106.43264399716254,103.2943919243325,110.81283144404222,109.15901346012573,109.79357074051256,125.58199235547285,110.69242656672404,105.6997985635798,108.3864494758595,105.30574996260782,104.76869341189972,108.79264932889447
2000-02-17,118.62480020947328,106.66646420713273,105.18207764815692,118.37567032376792,102.8777380817796,114.33611851478338,111.17657365497267,116.02867449397851,105.12847099832096,99.87455631527673,107.99941603622966,106.9653866165439,108.93717457563474,127.07081278804311,109.5745022364346,106.65456206973528,108.23306576418884,103.9176631979792,104.73145462430324,109.16612273426745
2000-02-18,119.02058844376018,107.12845769029771,103.78934929381882,118.30003642235691,102.92873464562685,113.36689276981515,109.99926004877587,112.95658442033178,103.4062171231403,99.10273390191543,105.03349592111861,106.53964487403952,106.8074706461541,123.7356088925205,109.0881869366014,106.25530077172792,107.66997500447057,103.45445203925723,101.91200719314733,106.92442016229322
2000-02-21,116.14563795233228,106.68489852749488,101.57089177455664,119.49059286134838,104.46122787681212,112.78655326537279,110.73335972294329,113.95490410679814,101.38978267785383,99.11649871225025,105.86678574247037,111.38326461892052,107.70796646057794,125.92380596140642,108.72721365201829,105.97398705768575,108.33273548407283,103.20495388618194,99.80489141653666,107.53280575357516
2000-02-22,113.56509314685938,106.30342760124212,98.15881251339086,117.84651131674089,104.77402683154733,109.42255743017503,108.56047693963468,115.4996238191255,101.8540003682229,101.14729485425033,104.91436443169006,112.19176650857452,107.02290141103224,126.55392416361164,106.7841901405585,106.05617944768302,106.24444807098538,103.6147914522096,95.91700344355013,105.71688047758556
2000-02-23,114.76577242593184,104.76395379669728,95.68996290875266,114.74748111998548,104.84701581997571,106.07890030428013,108.10799000798492,112.59464698413039,100.37877210360415,101.4272611515211,103.36167139461922,109.5903235905898,102.44053394454544,124.1313178569107,106.38158054106064,106.08654896703938,107.58713464601708,103.81333742127504,95.61589757056858,104.16478013974537
2000-02-24,114.87693641105592,103.88391488224356,95.34365939425446,115.06976795297459,105.27884572884763,105.55601873599537,110.0998229817562,113.29308219200374,100.8647700256309,100.69570935563972,103.71090826305964,106.88209885556536,102.7771726947113,124.06884693400812,108.49657145379925,104.95181831537208,105.8384227507568,104.83853698403772,97.75428200793057,104.90780792396659
2000-02-25,114.97643975812582,104.59293469208892,97.74923356330301,115.22831939674288,106.26615165766995,108.07293414259733,113.30553108003892,115.30756344944697,100.85010396662064,100.72434778791342,104.74796725970485,106.15950706419481,104.21298513026844,122.95487765250654,109.86688997925052,106.20760229765654,106.3706869919796,106.1649156969149,97.958279334763,106.79887989079904
2000-02-28,114.43503804665554,106.51947863570332,97.0628497779128,114.81654200826897,106.87493451428307,107.32237945892858,111.36533133498567,115.16996614610875,101.40384879971951,100.64025305111662,103.96527989646691,110.38513630882882,108.33984584153968,128.6685807894347,111.27824558581293,105.72282894633145,108.51242560349243,108.17387175311768,97.14703422373393,105.80890133270037
2000-02-29,112.62680330089509,103.71871069449222,93.61627806341484,112.49680642946664,106.61293498521853,103.92476272684834,108.68215958391356,118.08950168702492,100.18562985234169,98.85048080184207,102.12214449531017,105.19216276633003,104.17445754153071,127.35338171150083,108.81276488828162,103.8788688132696,105.90419835200417,105.38182695206054,96.0715075599863,103.92827405527052
2000-03-01,111.90382142283211,103.84139446336789,95.09083413953195,114.0235967097993,106.61438465656443,108.03179125390112,111.53744194247122,117.66043573462032,100.33094147732074,99.01370556493461,102.02759475525227,105.86812085765938,105.54336064855327,129.06044577094204,112.39761784419578,104.01164208627014,106.44093895566711,105.42677093105924,97.44315131446554,106.71006597798953
2000-03-02,110.8168470172857,103.71930216095895,91.34234466138618,112.4939170595173,106.16963422745576,106.9496411232279,113.78869483636794,119.0098205697523,99.24794779275632,98.33245402064838,102.28199694232707,108.45195870808789,106.54094285078774,131.54849177040592,112.11953838918656,105.10672013934995,104.53777502746814,106.31817362884897,96.36662415550236,105.74606057678831
2000-03-03,106.86503795974001,102.84618114757838,91.45335482601521,110.94466003125146,106.21440025275615,106.4626674391503,114.52349553410912,119.00213140851899,98.09601713939837,97.66928183969969,103.21774943412028,108.48974184967956,108.60263238419232,129.12991999110304,109.91128115515869,103.96385912917263,104.31334104758123,108.11409147512458,98.1532517373851,104.69939884941874
2000-03-06,104.32981656820559,101.15204596155489,91.90242827141851,112.41382651452608,106.26446686860317,108.23467810754612,115.44178322746129,120.22746440518,99.51552520129408,99.43980947497126,103.29771950832702,107.94936568327887,108.91863038627916,130.20612894013638,110.56391561392358,105.29316323110145,105.1803871744837,109.03232134039258,97.61957817308686,104.75330701114697
2000-03-07,105.02834257333988,100.37358789317432,91.48460436318997,108.29426650374043,108.24452660492389,106.27446070147535,116.43855945978086,120.32307727639517,100.36132766880132,97.24263223847804,103.01777597799668,107.64403082640683,115.55080868021437,128.4864405804184,109.89337902071159,105.1594389586897,104.39378933621124,109.55487913355984,99.20831710749717,103.03854691766077
2000-03-08,104.84236066771754,98.52702306840949,90.20795706025889,105.1043539072212,106.9928461764219,104.3823079957452,113.14235092030422,116.53036733229227,98.90126597712154,95.82394181831613,101.48683425164351,107.26326612740822,114.0503745822171,126.04289107706931,109.75611347288552,102.85740197586561,102.35156683142179,106.95093152097866,96.98177144728733,100.9241459216273
2000-03-09,103.09304637732399,95.87731968624458,89.27790459794203,105.76062593496967,106.75608282469054,106.00294122011,113.03769612558614,114.04557152947599,99.42577106134519,96.3679688246678,101.73836668013965,104.91557240550347,114.29988332084594,123.41226646030405,109.95886086701994,102.09412452565867,104.42567175425698,106.64598069603069,96.69099318902975,100.17421282674866
2000-03-10,102.99383155932719,96.8048368985816,90.77560944011947,105.43598481310774,106.22153887051327,107.80361145333741,112.88540019964948,115.63131860105536,99.44398091771379,94.39659415842905,100.98991463591749,105.40437043746853,114.6258744992666,122.46401900681016,110.36045467127198,101.57995070099872,105.19468971600328,105.80312137794611,97.36694749600872,98.19248342981966
2000-03-13,101.45764596135756,97.08480647182851,90.59001263263752,105.35521762767554,105.15816861503593,107.10231864635524,112.27648508057759,110.70586223613267,99.8703624235228,94.41205311776717,101.31706330028302,105.30427396734068,112.35928411778514,123.84106587089998,111.03183472669389,100.74333602022323,105.68109287013527,105.8963695787999,99.64950215357311,98.19264635082043
2000-03-14,103.52211604530264,96.34446471375574,91.11789034701295,107.3425867545832,106.4996014776967,106.7254422476631,114.5910009793397,110.81514659527565,101.48688144263316,96.22744867379008,103.54869183346347,106.5741938770667,112.29027470933394,126.73161722339866,114.40986724602911,102.0980539023135,104.74144270831287,106.9127200955362,102.17413112950564,97.66189783193761
2000-03-15,103.40500997680383,97.19440591884869,92.63231834039803,108.58965948302226,108.74073415631497,104.97529004527368,113.10753193851481,109.45710850323358,102.96894944482908,94.39191960304679,103.85782183514274,108.97616164724617,113.29258120092209,126.25029789741858,114.6534388195117,100.34277703219598,103.79912412755591,106.53944203946702,104.45648994472958,98.88444488389194
2000-03-16,103.51179406042527,95.86456376203924,93.93167050891171,106.98646560896483,108.63855681569807,104.6443026583306,113.51500836354178,106.8725938883537,104.37881927183348,93.63506630805996,105.08160382698395,107.77691059094978,114.66530764207602,125.8803378786491,114.81540918796202,99.22814142165694,103.2871287444029,107.0332711482842,104.35214456496934,98.35019294823961
2000-03-17,100.19441511585873,96.7678845136242,94.17160457901747,104.81308567355137,107.68062208466627,101.9109744904992,110.81087444444381,103.10102792973028,102.91146713576731,92.95517135209057,104.9159683158128,105.97514634716411,112.71141789995491,125.06967973885934,113.83200593954254,97.906099550971,102.94631213677764,107.02807510266842,104.86585440583059,98.36078312756882
2000-03-20,100.09197015653591,96.2951509197573,91.26553780691641,102.9610981195004,107.87350875863186,101.71560156426658,109.27597972544518,104.48017679708342,102.97864480951024,93.37457513082857,105.43427378167132,106.65299115049412,114.56206919709354,124.65814506714904,113.88335362740698,98.12397173754323,100.80720010409149,107.05687881610343,103.84493182315053,96.54054535674561
2000-03-21,96.7963542169608,94.82059629053882,90.3034311395776,100.13878004567873,109.06956923144504,104.07701544983756,105.79322605443147,102.75840130453355,100.25093224052225,91.6332000733386,103.50183352475182,105.72284219668387,111.36253264482878,121.26321357246348,110.78262386794808,96.63805854368947,100.2784071012946,104.95259986754351,99.54257618732446,94.06191195210593
2000-03-22,99.71348770356549,95.9622488433779,89.94774175466077,102.55239564109502,109.209598727947,107.19590434856092,106.02367245398554,107.63981172167507,100.95646407051863,91.71812914668796,102.8239343466257,108.32218189997032,112.0467383372144,126.72328141105271,111.62308525157607,97.04979078283432,98.61696509262295,105.3269606300024,100.17952744067289,96.02756538303625
2000-03-23,102.77902901188224,97.25431764264368,90.9854781800324,103.74844032522165,109.66601824688651,107.98152975154616,105.88270537253608,107.77039633625152,101.92772090627027,94.5312257364013,105.14158718000502,112.12320440512906,113.0446018392999,127.38795349580843,111.11321457983965,100.10179972606323,101.75311230628861,108.05374214837656,102.18430786233677,97.42678545176032
2000-03-24,104.80102783975143,98.9570524363567,94.92547027200227,103.85515376223913,108.84696140271824,110.84179530031426,105.23695354705794,107.70638514441295,103.09276133227452,93.99314000842057,105.29096022421226,113.32016292472619,115.01894772405062,130.5069792390533,115.65577424106446,102.79239005995038,103.41761708018207,106.76666908132182,104.36173621345033,100.20990437816737
2000-03-27,103.97756300263643,100.3579438571039,96.00017039727453,102.88301645908324,108.69067850436322,108.8056585368669,104.9565211272292,108.88879074262454,104.45129118799868,94.56733193031215,104.52471023580374,114.21924656766946,114.58774690741262,131.2277600483798,115.70682957097405,102.07691653029246,101.66206569798169,106.69129902378664,106.82425772077487,100.53022399448457
2000-03-28,102.75105181961874,100.55141360953057,94.0358515151084,99.45917375451234,107.22340034522388,107.44281637118291,104.45389407527905,106.59971109136617,103.60565108435192,93.83748945362568,103.36083776910621,108.26924052091466,116.07327508809615,129.43234921962224,115.94380770092236,100.28847524897067,102.77070182376036,107.52185809435117,104.31272815763121,98.58212053565583
2000-03-29,101.46772699640181,100.361550582764,93.03145839758737,99.2174994652641,108.04647024573954,105.33853212776935,101.92214947912935,103.89621072761679,103.32380609144857,93.22943872378278,101.84231478801371,105.56053769106377,113.8274320367394,129.03947860068277,116.08785082196735,99.53969257069431,104.36703391156104,107.88821217837214,102.94950774122731,97.28657482760384
2000-03-30,99.01553076900025,100.54904068434152,93.78712537916178,98.20413110477999,107.63066057688965,108.30412633257103,98.52577966864041,100.32532685519115,101.52370689606916,90.37908964789465,100.31719420350112,105.51140721159824,112.17575729668212,124.26544738968491,113.0704501525337,100.28766841086323,103.01197751628351,106.6998121029393,100.86919034022625,96.66207143734046
2000-03-31,102.13412645421937,100.5715341750935,90.5485289295904,99.83957433861517,108.7618396275338,111.95944555971363,100.69424707748907,97.98584833778084,102.54281044257331,90.4903830026154,101.21345411723408,103.43500322690879,111.09456826037596,123.70861217683893,111.92680256160952,101.07080251149017,102.17992702989866,105.52143344499531,102.20209234677343,94.25929777048776
2000-04-03,102.00600097144384,99.61983658089669,93.38817965385883,99.2677012320892,109.20896665314042,114.04329075064868,103.55019733049227,99.96461073368724,104.10627627057319,90.98944245130203,103.00595698692877,103.91966684924641,112.01513785546291,126.59302286993153,111.66832006632336,101.55649652999767,100.54650428887142,108.69648232372933,100.79441377733049,94.72036819335554
2000-04-04,99.34428767429108,101.81404069142914,95.75296733274361,99.37118879382622,109.74264219838315,114.41920778899465,104.17239894709486,102.15681605975826,104.49928797434545,93.2660004134332,104.25974873398532,104.83434097889463,113.87165693694854,129.90713131305128,110.81469187081731,103.0391947357364,101.5207646335075,109.00751986930983,102.0455986054942,94.68328279461949
2000-04-05,99.10229920648223,101.83503372304502,98.46533578449421,102.4255911937979,109.66111042108484,114.53897872850003,103.6225384165175,101.77762553749442,105.94071251930433,91.81970964627855,104.70812507745339,109.13921066928903,113.81942758723271,129.01052017260048,109.944511430269,102.63962130160502,101.88066416538422,108.83930938713127,103.26837883768793,93.60727031182657
2000-04-06,96.44345101556121,100.53675259057779,95.6335954846337,98.29456469475446,109.14601057491176,118.69659983620546,100.90572039786313,100.69637830007676,104.45071001132622,89.58197075726096,105.00467230147538,106.55500968395239,113.24081410973787,128.80014476038667,110.18972980728611,102.07285856000938,100.76193993209716,109.45743063696378,102.3691779233362,89.6798429332141
2000-04-07,93.98373708693994,100.97958683570609,93.96532235676595,97.7354450011927,108.40727421666796,117.71000685134476,99.08044194873304,99.76403998206835,103.73902024183191,90.68207641548933,104.19659121373905,105.22949738885481,110.91306925282925,128.32256781888472,108.5077511340925,98.7893601850811,100.95301863734494,109.47973502177477,100.69804626386187,85.85440538886398
2000-04-10,95.86508246068743,102.77918189154597,94.72589405690331,98.7070380265249,106.42926373050734,118.55103506409372,98.06152745940075,101.07068770396775,103.91559963243932,89.74688730359868,104.68812860544546,105.08220175244374,109.94731163048941,126.94915801642566,107.74945335603616,100.17650160270586,100.08700027231919,107.47927997495519,103.04588697626458,86.6413393680047
2000-04-11,96.58567685064409,103.53061404925499,93.69713686566841,100.26717412313913,105.7968110379535,120.02871864556974,97.65804965834023,105.38058110466065,104.82414660350341,90.67437078895892,106.22672523899554,108.84856451003473,110.47691059472274,125.54143249858912,106.56304957848448,98.62804107490692,100.9075573743696,108.89349926791341,105.32720344298208,86.58852999371695
2000-04-12,95.63764411888594,103.74246577657216,91.5362553975688,98.5793075469882,103.62654348243225,120.0968357676064,99.32573348720689,102.64389365133928,104.91510739604593,88.01296783738219,106.37706248511189,108.0105763690546,112.53129702008376,121.69625872994825,104.78234674705018,96.64952900945777,101.8030335435102,106.83407421050684,103.29826475239847,85.48854571575019
2000-04-13,96.96747950493453,104.5780937098358,92.08785576858686,96.30192180128225,102.05137395329096,118.27197100518462,99.3110164135386,103.23481342653804,103.31091427957992,86.85582218539449,105.54744620800128,107.5868261277819,112.51203390315342,120.23972459561014,104.50415148521294,95.97155235832857,101.09433895261346,107.05969037291642,102.99075822304735,84.86856286269214
2000-04-14,96.74890887019458,104.7617649936466,95.7675398150054,98.09238261544844,103.91269672236638,119.78650682915253,98.95757184005232,101.64500306225655,102.39611180437684,84.798382406813,105.74772592437816,105.95005525048526,114.66675312413346,121.39424603249782,105.74686354814891,96.74427961634498,103.03492927524378,108.23119562372223,104.86964949794076,85.81773873511361
2000-04-17,96.71059324920888,105.41616608735278,96.01175271966167,99.07446659910713,103.00410146398266,127.86145135128079,102.97708835895476,105.35594087469423,103.50293263176182,85.96689452891665,107.0107892176647,106.4209018786567,114.33526391382618,123.31000457434178,104.45723776956348,97.1709249513195,105.66519683596216,106.86416222530883,105.9321801377219,87.80970424286438
2000-04-18,98.03173153430991,106.37909687630727,99.15923402495581,99.99732397817249,103.49155096252522,126.07536519908393,104.79189271109878,104.03968204828146,103.8887170815604,85.36078310834591,106.31329876978945,106.52429829969525,115.88293192054013,122.58043295110647,106.20264590564545,97.36999590944701,104.1985241011541,107.87925912116636,105.28192422843006,87.77864318449954
2000-04-19,98.67934968024488,106.30047081592629,99.25363541424339,100.77715183256288,104.97083084801918,127.31813565417364,104.16497813842747,102.38456022260154,103.74057438997006,85.03898421390313,105.9206642022967,108.88778755215529,119.01018965152142,125.59553128570091,108.34673038950385,97.08237987235185,104.4769361159183,106.16559868042097,104.7612145007943,88.45014424954229
2000-04-20,99.44778026365255,105.48877927593372,97.03976755565866,101.97785533130362,104.02651655567145,125.5476906507965,104.18531324753846,97.6584627804886,102.50797366294364,83.51477830470509,104.77755423287283,106.48870997557032,118.48198715937703,125.70067187784055,106.08581735824272,95.81138984379677,100.84837658563035,107.21538512585771,103.11814700908259,87.45888833778265
2000-04-21,97.93466220519916,105.73137140102702,96.8287333428672,102.46976772401817,102.62866861147965,122.65596078472458,104.56989805507726,99.19598141488122,101.81488538427637,83.42897892490461,107.64163263429339,105.36267541554756,119.20066410775605,129.1741803314109,107.06940091677524,94.91451313382456,101.0190110523589,107.43828142501633,102.51147598269907,88.05534245552761
2000-04-24,95.77318708610338,104.87910490460538,97.99762002530117,105.82743122785175,103.5767603131882,121.11711540021362,104.26949814509796,96.69938769389917,101.85730738417111,82.89403112516032,106.4975189280532,103.36232036794513,117.86727548662894,126.68739228735646,105.87690521066675,95.81248180494747,98.88602254846415,107.81939624376473,103.48618252956648,87.44584597699264
2000-04-25,96.60275691968701,105.46637324722434,98.84197103470692,108.99734010118397,102.22749196803811,124.68151174430868,105.52365366846539,98.14098847258298,102.28967564419669,83.59408476344996,107.33526356104011,110.45268803552534,120.16774164876315,128.66676475927113,107.47220051681991,96.33121299220856,101.27160613877861,108.32067998624748,106.328326279044,87.65122848980344
2000-04-26,95.39019502119976,103.32272096603194,95.32241331987707,106.11549337102953,100.92132048173615,122.79435948254877,102.02540551230408,95.51790418165756,99.89610748232425,82.22606403937046,104.26009739826098,106.26042742196071,118.56640952244832,121.1417762420522,105.91269577742047,93.22376529097582,97.45814520143992,106.19291668339723,104.63560063307999,86.59857950864672
